"ch";"P1070";"P6020";"P6040";"P6081";"P6083";"P6080";"P9010";"P9030";"CANT_PERSONAS_HOGAR";"P5095"
4;1;2;42;3;2;5;1;2;5;1
1;2;2;62;3;2;6;2;3;2;1
4;2;1;64;3;2;6;1;2;5;1
4;1;1;49;3;2;6;1;1;5;1
3;2;1;57;3;2;6;1;2;4;1
2;2;2;53;3;2;6;2;2;3;1
2;2;2;51;3;2;6;1;2;3;1
4;1;1;63;3;2;6;1;2;5;1
3;1;1;33;3;2;6;1;3;4;3
3;1;1;55;3;2;6;1;2;4;1
2;2;1;65;3;2;6;1;2;3;1
4;2;1;47;3;2;6;1;2;5;2
2;2;2;48;3;2;6;1;2;3;3
1;2;1;63;3;2;6;1;1;2;1
4;1;2;60;3;2;6;1;2;5;1
1;2;2;58;3;2;6;2;2;2;1
2;1;2;42;3;2;6;1;3;3;3
4;1;1;46;3;2;6;2;2;5;1
3;1;1;70;3;2;6;1;2;4;1
2;1;2;45;3;2;5;1;3;3;1
3;2;1;38;3;2;6;1;2;4;5
2;1;1;71;3;2;6;1;2;3;1
3;2;1;53;3;2;6;2;2;4;1
1;1;1;56;3;2;6;1;3;2;1
1;1;1;54;3;2;6;1;3;2;1
2;2;1;38;3;2;6;1;2;3;3
4;1;1;48;3;2;6;1;2;5;1
2;1;1;20;3;2;1;1;2;3;1
0;3;1;65;3;2;6;1;3;1;4
1;1;1;49;3;2;6;2;2;2;1
1;1;2;57;3;2;6;1;2;2;1
4;1;2;59;3;2;6;2;3;5;1
0;1;2;43;3;2;6;1;3;1;3
4;1;1;42;3;2;6;1;2;5;3
1;2;1;59;3;2;6;1;2;2;1
4;1;1;45;3;2;6;1;2;5;1
3;1;1;44;3;2;6;1;2;4;3
1;1;2;36;3;2;6;1;2;2;3
1;1;1;40;3;2;6;1;2;2;1
1;1;1;49;3;2;6;1;2;2;3
1;1;2;60;3;2;6;1;3;2;4
6;1;2;53;3;2;6;1;3;7;5
3;1;1;47;3;2;6;1;2;4;1
1;2;1;45;3;2;6;1;2;2;1
2;1;2;56;3;2;5;1;3;3;1
4;2;1;47;3;2;6;1;2;5;3
7;1;1;47;3;2;6;1;3;8;1
2;1;1;47;3;2;6;1;2;3;1
2;2;1;48;3;2;6;1;2;3;3
2;1;2;58;3;2;6;2;3;3;1
0;2;1;54;3;2;6;1;2;1;3
2;2;1;21;3;2;6;1;2;3;3
2;2;2;23;3;2;6;2;2;3;4
5;1;2;45;3;2;6;2;3;6;5
6;2;1;57;3;2;6;1;2;7;3
4;2;2;37;3;2;6;2;3;5;3
0;2;1;30;3;2;6;2;2;1;4
5;2;2;29;3;2;6;2;2;6;3
5;1;2;61;3;2;6;1;2;6;1
4;1;1;65;3;2;6;1;2;5;2
2;1;2;53;3;2;6;1;2;3;1
2;2;1;42;3;2;6;1;2;3;4
2;1;2;57;3;2;6;2;2;3;3
4;1;1;54;3;2;6;1;2;5;1
3;3;1;36;3;2;6;1;2;4;3
0;2;1;59;3;2;6;1;2;1;1
2;2;2;35;3;2;5;1;2;3;4
0;2;2;49;3;2;6;2;3;1;3
2;3;1;62;3;2;6;1;3;3;3
0;3;1;23;3;2;6;1;2;1;3
1;2;2;47;3;2;6;1;3;2;4
3;1;1;37;3;2;5;2;1;4;1
1;1;1;65;3;2;5;1;2;2;1
0;1;2;57;3;2;5;1;2;1;4
1;1;2;42;3;2;5;1;2;2;1
5;1;1;42;3;1;6;1;2;6;3
2;1;2;52;3;1;6;1;2;3;1
1;2;1;51;3;1;6;1;2;2;1
6;2;2;41;3;1;6;1;2;7;3
4;1;1;42;3;1;6;1;3;5;3
2;1;1;56;3;1;6;1;1;3;1
4;1;2;49;3;1;6;2;2;5;1
1;2;1;38;3;1;6;2;3;2;2
3;1;2;51;3;1;6;1;3;4;1
2;1;2;45;3;1;6;1;4;3;1
1;1;1;68;3;1;6;1;2;2;1
4;2;2;45;3;1;6;1;2;5;1
4;1;1;63;3;1;6;1;3;5;4
4;1;2;42;3;1;6;1;2;5;1
1;2;1;23;3;1;6;1;2;2;3
1;1;1;62;3;1;6;1;2;2;1
3;1;2;70;3;1;6;1;2;4;1
3;1;2;58;3;1;5;1;2;4;1
2;1;1;52;3;1;5;1;2;3;1
5;1;1;58;3;1;6;1;2;6;1
1;1;2;48;3;1;6;1;1;2;1
1;1;2;58;3;1;6;2;3;2;1
1;1;1;48;3;1;6;1;1;2;1
4;1;1;50;3;1;6;1;1;5;1
8;1;1;58;3;1;6;1;1;9;1
3;1;1;35;3;1;6;2;2;4;3
2;1;2;45;3;1;5;1;2;3;1
2;1;1;62;3;1;6;1;2;3;1
5;2;2;63;3;1;6;1;2;6;4
1;2;1;56;3;1;5;1;2;2;4
2;2;2;64;3;1;6;1;1;3;1
4;1;2;41;3;1;6;1;2;5;3
3;1;1;51;3;1;6;2;3;4;6
3;1;1;47;3;1;6;1;2;4;3
6;2;2;31;3;1;6;1;2;7;3
1;2;1;46;3;1;6;2;2;2;3
1;1;2;60;3;1;5;1;3;2;4
4;1;1;44;3;1;6;1;2;5;1
3;2;2;36;3;1;6;1;2;4;3
3;1;1;55;3;1;6;1;2;4;2
1;1;1;32;3;1;6;1;2;2;3
3;1;2;43;3;1;6;1;2;4;1
3;2;1;34;3;1;6;2;2;4;1
2;1;2;66;3;1;6;1;3;3;1
2;1;2;36;3;1;6;1;3;3;4
5;1;2;71;3;1;6;1;2;6;1
1;1;2;81;3;1;6;1;2;2;1
6;1;1;61;3;1;5;1;1;7;1
2;1;2;44;3;1;5;1;2;3;1
4;1;2;49;3;1;5;2;3;5;1
2;1;1;37;3;1;5;1;1;3;1
2;1;1;27;3;1;5;1;2;3;1
1;1;1;37;3;1;5;1;2;2;4
1;2;2;60;3;1;6;2;2;2;3
1;2;1;54;3;1;6;1;1;2;1
2;1;2;33;3;1;6;1;3;3;1
1;1;2;52;3;1;6;1;2;2;1
2;2;2;56;3;1;6;1;2;3;1
1;1;2;35;3;1;6;1;1;2;1
4;1;1;42;3;1;6;1;2;5;4
1;1;1;54;3;1;6;1;2;2;1
3;1;2;53;3;1;6;1;2;4;2
3;2;1;34;3;1;6;1;2;4;4
1;1;1;31;3;1;6;1;2;2;6
3;1;2;53;3;1;1;2;4;4;2
5;1;2;53;3;1;6;1;3;6;1
1;1;1;44;3;1;6;2;2;2;1
1;1;2;57;3;1;6;1;3;2;1
4;2;1;44;3;1;6;1;2;5;1
2;1;2;49;3;1;6;1;2;3;1
1;2;2;58;3;1;6;2;3;2;4
2;1;1;60;3;1;6;1;2;3;1
1;1;2;69;3;1;6;1;2;2;1
1;2;1;47;3;1;6;1;2;2;3
3;2;2;26;3;1;6;2;3;4;1
6;1;1;42;3;1;5;1;2;7;1
3;1;1;34;3;1;6;1;2;4;4
3;1;2;35;3;1;6;1;2;4;1
1;1;1;35;3;1;6;1;2;2;1
4;1;2;47;3;1;6;1;3;5;1
1;2;1;57;3;1;6;1;2;2;3
6;1;2;51;3;1;6;1;2;7;1
2;2;2;49;3;1;6;1;3;3;1
3;1;2;41;3;1;6;2;3;4;5
4;2;1;37;3;1;6;1;3;5;3
4;1;1;46;3;1;6;1;3;5;1
2;2;2;61;3;1;6;1;2;3;2
3;2;2;40;3;1;6;1;2;4;3
2;2;2;53;3;1;5;1;2;3;1
4;1;1;37;3;1;6;1;2;5;3
1;1;1;33;3;1;6;1;2;2;1
2;1;1;36;3;1;6;2;3;3;1
2;2;2;47;3;1;6;1;2;3;6
2;1;2;44;3;1;6;1;2;3;3
2;2;2;55;3;1;6;1;2;3;1
3;1;2;54;3;1;6;2;3;4;1
1;2;1;49;3;1;6;1;2;2;3
1;2;1;46;3;1;6;1;2;2;3
1;1;2;57;3;1;6;1;2;2;1
3;1;1;33;3;1;5;2;3;4;4
2;1;2;58;3;1;6;1;4;3;1
1;1;2;64;3;1;6;1;3;2;1
1;1;1;74;3;1;6;1;3;2;1
2;2;2;58;3;1;6;1;1;3;1
2;1;2;60;3;1;6;1;3;3;1
2;2;2;25;3;1;6;1;2;3;1
1;2;2;37;3;1;6;1;1;2;1
3;1;1;30;3;1;6;1;2;4;1
2;1;2;45;3;1;5;1;3;3;3
6;1;2;40;3;1;6;2;3;7;3
2;2;2;46;3;1;6;1;3;3;3
2;1;2;67;3;1;6;1;2;3;4
1;2;2;53;3;1;6;2;3;2;1
3;2;2;42;3;1;6;1;3;4;1
2;1;1;49;3;1;6;1;2;3;1
1;1;2;45;3;1;6;1;2;2;3
2;2;2;58;3;1;6;2;2;3;3
5;1;2;52;3;1;6;1;2;6;1
2;1;2;58;3;1;6;1;2;3;1
3;2;1;34;3;1;6;1;1;4;3
1;1;2;39;3;1;6;2;2;2;5
1;2;1;34;3;1;6;1;1;2;1
4;1;1;43;3;1;6;1;2;5;4
3;1;1;64;3;1;6;1;2;4;1
1;2;1;52;3;1;6;1;2;2;3
5;1;2;33;3;1;5;1;1;6;1
3;2;2;36;3;1;6;1;3;4;3
1;2;2;52;3;1;6;1;1;2;1
1;1;1;53;3;1;6;1;2;2;5
4;1;1;36;3;1;6;1;4;5;4
2;1;1;38;3;1;6;1;2;3;1
2;1;2;67;3;1;6;1;1;3;1
1;1;1;55;3;1;6;1;2;2;1
2;1;1;51;3;1;6;1;2;3;1
1;1;1;58;3;1;6;2;4;2;1
1;1;2;55;3;1;6;1;2;2;6
1;2;2;56;3;1;6;2;2;2;1
1;1;2;54;3;1;6;1;2;2;1
2;1;1;43;3;1;6;1;2;3;2
7;1;2;31;3;1;6;1;2;8;1
2;2;2;52;3;1;6;2;2;3;1
2;1;2;52;3;1;6;2;4;3;3
3;1;2;43;3;1;6;1;2;4;1
2;1;2;43;3;1;6;2;3;3;1
2;1;2;55;3;1;1;1;2;3;1
1;1;2;54;3;1;6;1;3;2;1
5;2;2;32;3;1;6;1;3;6;3
3;2;1;24;3;1;6;1;3;4;3
4;1;2;47;3;1;6;1;2;5;1
3;1;2;36;3;1;6;1;3;4;4
3;2;1;76;3;1;6;1;1;4;1
3;1;2;34;3;1;6;1;2;4;3
5;2;2;43;3;1;6;1;2;6;1
2;1;2;68;3;1;6;1;2;3;1
1;1;2;51;3;1;6;1;2;2;5
5;2;2;39;3;1;6;1;3;6;3
1;1;1;56;3;1;6;1;2;2;1
3;1;1;31;3;1;6;1;2;4;3
3;1;1;27;3;1;6;1;2;4;4
6;1;1;45;3;1;6;2;3;7;4
2;1;1;43;3;1;6;1;3;3;1
1;2;2;50;3;1;6;1;2;2;1
1;1;2;33;3;1;6;1;3;2;1
3;1;1;57;3;1;6;1;2;4;1
2;1;2;52;3;1;6;1;2;3;1
1;2;1;58;3;1;6;2;1;2;1
6;2;2;52;3;1;6;1;3;7;1
2;2;2;54;3;1;6;2;2;3;4
4;2;2;41;3;1;6;2;2;5;2
3;2;1;59;3;1;6;1;1;4;1
1;2;2;60;3;1;6;1;1;2;1
4;1;1;50;3;1;1;1;2;5;4
1;2;2;43;3;1;6;1;3;2;4
1;1;1;50;3;1;6;1;2;2;1
4;1;1;32;3;1;6;1;2;5;1
2;2;2;58;3;1;6;1;2;3;1
2;1;1;38;2;3;6;2;2;3;3
3;2;1;44;2;3;6;2;2;4;2
3;1;1;43;2;3;6;1;2;4;1
1;1;1;52;2;3;6;1;2;2;4
5;2;1;36;2;3;6;1;2;6;3
3;2;2;28;2;3;6;1;3;4;3
0;3;1;36;2;3;6;1;2;1;3
4;2;1;32;2;3;6;1;2;5;4
2;2;1;44;2;3;6;2;2;3;3
4;1;1;51;2;3;5;1;2;5;3
1;1;1;58;2;3;5;1;2;2;1
3;1;1;35;2;3;6;2;2;4;1
3;2;1;48;2;3;6;1;2;4;3
0;2;1;57;2;3;6;1;2;1;1
2;1;1;53;2;3;6;1;1;3;1
1;1;2;41;2;3;6;2;3;2;4
5;1;1;38;2;3;6;1;3;6;1
3;1;2;47;2;3;6;1;2;4;1
3;1;2;57;2;3;6;2;3;4;1
4;1;2;55;2;3;6;1;3;5;3
1;3;1;56;2;3;6;1;2;2;3
1;1;1;48;2;3;6;1;2;2;4
2;1;1;58;2;3;6;1;2;3;1
1;2;1;43;2;3;6;1;1;2;4
4;1;2;63;2;3;6;1;3;5;1
1;1;2;51;2;3;6;1;2;2;1
3;3;1;49;2;3;6;2;3;4;4
2;1;1;66;2;3;6;1;2;3;4
5;2;1;39;2;3;6;2;2;6;3
4;2;2;38;2;3;6;1;1;5;1
3;2;1;38;2;3;6;1;2;4;3
2;2;1;33;2;3;6;1;2;3;3
3;1;1;52;2;3;6;2;3;4;1
1;1;2;48;2;3;6;1;3;2;1
3;2;1;75;2;3;6;1;2;4;1
2;1;1;52;2;3;6;1;2;3;1
1;1;1;66;2;3;6;1;2;2;1
4;1;1;34;2;3;6;2;3;5;6
4;2;1;47;2;3;6;1;2;5;3
4;1;2;44;2;3;6;1;3;5;3
1;2;2;48;2;3;6;2;3;2;1
7;1;2;44;2;3;5;2;2;8;1
2;1;1;29;2;3;5;2;3;3;6
4;1;1;45;2;3;5;1;3;5;1
4;1;1;36;2;3;5;1;3;5;1
5;1;1;61;2;3;6;2;3;6;1
2;1;1;49;2;3;5;1;3;3;1
4;1;2;65;2;3;6;1;3;5;1
2;1;1;44;2;3;6;1;2;3;1
5;1;1;35;2;3;6;1;2;6;5
0;2;1;53;2;3;6;2;2;1;1
2;1;1;43;2;3;6;2;2;3;3
3;1;2;30;2;3;6;1;2;4;4
1;2;2;27;2;3;6;1;2;2;3
2;2;2;27;2;3;6;2;2;3;4
1;1;2;38;2;3;6;1;2;2;4
7;2;2;61;2;3;6;1;2;8;4
3;2;2;37;2;3;6;1;2;4;3
4;1;1;46;2;3;6;2;2;5;5
0;2;1;30;2;3;6;1;3;1;3
3;2;1;50;2;3;6;1;3;4;3
5;1;1;43;2;3;5;1;2;6;3
4;1;2;46;2;3;5;2;2;5;1
3;2;1;50;2;3;6;2;2;4;4
0;1;2;55;2;3;5;1;2;1;1
3;1;2;40;2;3;5;1;2;4;1
3;1;1;74;2;3;6;1;3;4;1
3;1;1;39;2;3;6;1;1;4;3
1;1;2;57;2;3;6;1;1;2;3
1;1;2;53;2;3;6;2;2;2;4
1;1;1;34;2;3;5;1;3;2;1
3;2;2;37;2;3;5;1;2;4;3
1;2;1;40;2;3;6;2;1;2;4
1;2;1;67;2;3;6;2;2;2;1
0;1;1;50;2;3;5;1;2;1;4
6;1;2;36;2;3;6;1;3;7;4
2;1;1;40;2;3;5;1;3;3;4
2;1;2;41;2;3;5;2;3;3;4
4;1;1;47;2;3;5;1;3;5;1
2;1;2;54;2;3;6;2;3;3;1
2;1;2;51;2;3;6;1;2;3;1
1;1;1;55;2;3;5;1;3;2;4
2;3;1;55;2;3;5;1;3;3;4
0;1;1;55;2;3;6;2;3;1;3
4;1;2;51;2;3;6;1;2;5;1
3;1;1;69;2;3;6;1;2;4;1
1;1;2;26;2;3;5;1;3;2;4
3;1;2;48;2;3;5;1;2;4;1
3;1;2;49;2;3;6;1;2;4;1
0;1;2;53;2;3;6;1;3;1;1
0;1;1;46;2;3;6;1;3;1;1
2;1;1;57;2;3;6;1;2;3;1
1;1;1;66;2;3;6;1;3;2;1
3;1;2;40;2;3;6;1;2;4;1
0;2;2;65;2;3;6;2;2;1;1
4;1;2;47;2;3;6;2;2;5;3
2;1;2;49;2;3;6;2;2;3;1
1;3;2;33;2;3;6;1;2;2;3
3;1;2;41;2;3;6;1;2;4;6
3;1;1;42;2;3;6;1;2;4;1
0;1;2;53;2;3;6;1;2;1;4
1;1;2;26;2;3;6;1;2;2;3
5;1;1;50;2;3;6;1;2;6;3
1;1;2;50;2;3;6;1;2;2;3
2;1;2;66;2;3;6;1;3;3;1
1;1;2;61;2;3;6;1;3;2;3
0;1;2;71;2;3;6;1;2;1;4
2;2;1;37;2;3;6;1;2;3;3
3;2;1;61;2;3;5;2;1;4;1
5;1;2;34;2;3;1;1;3;6;3
4;1;1;52;2;3;6;1;3;5;4
1;2;1;36;2;3;6;2;2;2;3
3;1;1;49;2;3;6;2;2;4;1
2;1;1;34;2;3;5;1;1;3;4
2;2;1;65;2;3;5;1;2;3;4
5;1;1;49;2;3;5;1;2;6;4
4;1;1;56;2;3;6;1;2;5;1
2;2;1;40;2;3;6;2;2;3;3
0;2;2;37;2;3;6;2;2;1;1
2;3;2;21;2;3;5;1;4;3;3
1;1;1;55;2;3;6;1;2;2;4
3;1;1;28;2;3;6;1;2;4;3
2;1;2;37;2;3;1;1;3;3;3
3;2;2;59;2;3;6;1;2;4;1
0;2;2;50;2;3;6;1;2;1;4
2;1;2;40;2;3;5;1;3;3;3
4;1;2;49;2;3;5;1;2;5;1
3;1;2;44;2;3;6;1;2;4;1
4;1;2;30;2;3;6;1;3;5;3
1;2;1;63;2;3;6;1;2;2;3
1;2;1;32;2;3;6;2;2;2;3
3;1;1;44;2;3;6;2;2;4;1
2;2;1;54;2;3;6;1;2;3;1
2;2;1;65;2;3;6;1;2;3;3
4;1;2;60;2;3;6;2;2;5;3
3;2;1;34;2;3;6;1;2;4;3
2;1;1;43;2;3;6;1;3;3;3
1;2;1;41;2;3;6;1;2;2;3
4;1;2;42;2;3;1;1;2;5;3
2;1;2;27;2;3;1;2;3;3;6
2;1;1;31;2;3;1;1;2;3;1
3;2;1;66;2;3;6;1;2;4;3
2;1;1;56;2;3;6;1;3;3;1
1;2;2;60;2;3;6;1;2;2;3
2;1;1;46;2;3;6;1;2;3;3
1;1;1;56;2;3;6;1;2;2;1
4;2;1;38;2;3;6;2;3;5;3
2;1;2;64;2;3;6;1;1;3;1
7;1;2;58;2;3;5;1;4;8;5
1;2;2;32;2;3;6;1;2;2;3
2;2;2;41;2;3;6;1;2;3;3
1;1;2;58;2;3;5;1;2;2;1
4;1;1;42;2;3;6;1;2;5;1
2;2;1;48;2;3;6;1;2;3;3
1;1;1;71;2;3;6;1;3;2;1
1;2;1;74;2;3;6;1;2;2;3
3;1;1;44;2;3;6;1;1;4;3
0;1;1;48;2;3;6;1;1;1;1
3;1;1;30;2;3;6;1;2;4;1
4;1;1;44;2;3;6;1;2;5;1
0;1;2;42;2;3;6;1;2;1;2
2;2;1;46;2;3;5;2;3;3;1
1;2;1;40;2;3;6;1;2;2;3
2;1;2;38;2;3;5;1;2;3;4
0;1;1;45;2;3;6;1;2;1;1
2;3;2;22;2;3;6;1;2;3;3
9;2;1;61;2;3;6;2;3;10;4
3;1;1;45;2;3;6;1;3;4;4
2;1;1;44;2;3;6;1;2;3;1
0;1;2;61;2;3;6;1;2;1;1
2;1;1;74;2;3;6;2;3;3;1
3;1;1;49;2;3;1;1;3;4;4
3;1;1;39;2;3;6;1;3;4;3
3;1;1;54;2;3;6;1;2;4;3
1;1;1;51;2;3;6;1;3;2;3
1;2;1;47;2;3;6;1;2;2;1
1;2;1;55;2;3;6;1;3;2;1
0;1;2;61;2;3;5;1;2;1;4
2;1;1;48;2;3;6;1;3;3;1
1;1;1;54;2;3;6;1;2;2;1
3;1;2;48;2;3;6;1;1;4;1
3;1;1;57;2;3;6;1;3;4;1
2;1;2;87;2;3;6;1;2;3;1
4;1;1;70;2;3;6;1;2;5;1
3;2;1;36;2;3;6;1;2;4;1
3;1;2;26;2;3;6;1;2;4;4
0;1;1;57;2;3;6;1;2;1;1
5;1;1;56;2;3;6;1;2;6;1
4;1;1;58;2;3;6;1;2;5;1
0;1;1;62;2;3;6;1;2;1;1
2;1;1;78;2;3;6;1;2;3;1
2;1;2;75;2;3;6;1;2;3;1
1;1;1;70;2;3;6;1;2;2;1
2;1;1;44;2;3;6;1;2;3;1
0;1;2;89;2;3;6;1;2;1;1
1;1;2;57;2;3;6;2;2;2;3
4;1;2;37;2;3;6;2;2;5;1
1;1;1;58;2;3;6;1;2;2;1
9;1;1;45;2;3;6;2;2;10;1
0;1;1;32;2;3;5;2;3;1;3
10;1;2;68;2;3;6;2;2;11;1
7;1;1;57;2;3;5;1;3;8;1
3;1;1;45;2;3;6;1;2;4;1
0;1;2;57;2;3;5;1;3;1;1
4;2;1;41;2;3;5;1;2;5;1
6;1;1;48;2;3;6;1;2;7;1
3;1;2;44;2;3;6;1;1;4;4
2;1;1;53;2;3;6;1;3;3;1
2;2;2;42;2;3;6;1;3;3;4
3;1;1;38;2;3;6;1;2;4;3
3;2;2;45;2;3;6;2;2;4;1
4;1;1;48;2;3;6;2;1;5;1
4;1;2;44;2;3;6;1;1;5;1
0;1;1;28;2;3;6;1;3;1;4
4;1;2;26;2;3;6;1;3;5;5
6;1;1;48;2;3;6;1;3;7;5
0;1;1;66;2;3;1;1;2;1;5
3;1;1;32;2;3;6;1;2;4;3
1;2;1;62;2;3;5;1;2;2;3
1;1;1;37;2;3;6;1;2;2;3
7;1;1;44;2;3;6;1;1;8;3
3;2;1;41;2;3;6;1;2;4;1
0;2;2;55;2;3;6;1;1;1;3
2;1;1;37;2;3;6;2;2;3;1
4;1;1;42;2;3;6;1;1;5;3
1;1;2;54;2;3;6;1;2;2;2
3;1;1;56;2;3;6;1;2;4;1
1;3;1;62;2;3;6;2;4;2;1
2;1;1;29;2;3;6;1;2;3;3
0;2;2;57;2;3;6;1;2;1;4
1;1;1;72;2;3;6;1;1;2;1
0;1;2;49;2;3;6;1;2;1;4
0;1;2;38;2;3;6;1;2;1;3
1;1;2;36;2;3;6;1;2;2;3
4;2;1;55;2;3;6;1;2;5;1
9;1;2;36;2;3;6;1;2;10;1
5;1;1;54;2;3;6;1;3;6;4
1;1;1;61;2;3;6;1;2;2;3
3;1;1;51;2;3;6;1;1;4;1
3;1;2;55;2;3;6;1;2;4;4
0;2;2;57;2;3;6;1;2;1;1
1;1;2;30;2;3;6;1;2;2;1
2;1;2;39;2;3;6;1;2;3;3
0;2;2;46;2;3;6;1;2;1;3
2;2;1;59;2;3;6;1;2;3;3
2;2;2;44;2;3;6;1;2;3;1
2;2;1;55;2;3;6;1;3;3;2
4;1;2;50;2;3;6;1;2;5;4
2;2;1;56;2;3;6;1;2;3;1
2;2;2;52;2;3;5;1;3;3;3
1;1;1;33;2;3;1;1;2;2;4
1;1;2;47;2;3;6;1;2;2;1
4;1;2;48;2;3;5;1;3;5;1
1;1;2;26;2;3;5;1;2;2;4
3;2;1;27;2;3;5;1;3;4;3
3;1;1;44;2;3;6;1;1;4;1
4;2;1;48;2;3;6;1;2;5;3
1;2;2;46;2;3;6;1;2;2;3
4;1;1;47;2;3;6;1;3;5;2
1;1;1;44;2;3;6;1;2;2;1
1;1;2;49;2;3;6;1;2;2;4
2;1;1;60;2;3;6;1;3;3;1
3;1;1;89;2;3;6;1;3;4;1
6;2;1;54;2;3;6;1;2;7;3
3;1;1;45;2;3;6;1;1;4;2
2;1;1;28;2;3;5;2;3;3;3
0;3;1;48;2;3;5;1;2;1;4
1;1;2;37;2;3;6;1;2;2;3
2;1;1;59;2;3;6;1;2;3;1
1;1;1;42;2;3;5;1;2;2;1
4;1;1;42;2;3;5;1;2;5;3
0;2;2;25;2;3;6;1;2;1;1
3;1;1;40;2;3;6;1;3;4;1
1;3;1;50;2;3;6;1;3;2;1
3;1;1;43;2;3;1;1;2;4;1
2;1;1;60;2;3;6;1;2;3;1
4;1;2;47;2;3;6;1;3;5;1
2;2;1;55;2;3;6;1;2;3;3
2;1;1;46;2;3;6;1;2;3;1
3;1;2;60;2;3;6;2;3;4;4
3;2;1;41;2;3;6;1;2;4;2
3;1;1;28;2;3;1;1;3;4;3
2;2;2;38;2;3;6;1;2;3;4
2;1;1;44;2;3;6;1;3;3;3
7;1;2;44;2;3;6;1;4;8;4
3;1;1;45;2;3;6;1;2;4;6
1;1;2;44;2;3;6;1;1;2;1
0;1;1;28;2;3;6;1;2;1;3
3;1;1;41;2;3;6;1;3;4;1
3;1;2;59;2;3;6;2;2;4;1
1;2;2;31;2;3;6;2;2;2;3
2;1;1;65;2;3;6;1;2;3;1
4;1;1;46;2;3;6;1;2;5;2
2;1;2;61;2;3;6;1;2;3;3
3;1;1;53;2;3;6;1;2;4;4
1;1;2;51;2;3;6;2;3;2;3
4;2;1;46;2;3;6;1;2;5;3
1;2;2;29;2;3;6;1;2;2;3
2;1;1;34;2;3;6;1;1;3;1
2;1;2;52;2;3;5;1;3;3;4
1;1;2;55;2;3;5;1;2;2;1
0;1;2;38;2;3;5;1;3;1;1
4;1;1;57;2;3;6;1;2;5;3
5;1;1;39;2;3;6;1;1;6;1
2;1;1;72;2;3;6;2;2;3;1
2;1;1;69;2;3;6;1;2;3;1
2;2;1;29;2;3;5;2;2;3;3
2;2;1;56;2;3;6;1;3;3;1
3;2;1;59;2;3;6;1;2;4;1
1;2;1;59;2;3;6;1;1;2;1
2;1;2;81;2;3;6;1;1;3;1
0;2;1;52;2;3;6;1;2;1;1
4;1;1;57;2;3;6;1;2;5;1
3;1;1;40;2;3;6;2;2;4;1
4;1;2;45;2;3;5;1;2;5;1
2;2;1;43;2;3;6;1;2;3;1
5;1;1;44;2;3;6;1;2;6;4
2;1;1;40;2;3;6;1;2;3;1
1;1;2;53;2;3;6;1;3;2;4
3;1;2;61;2;3;5;1;2;4;1
3;1;1;45;2;3;5;1;3;4;1
3;1;2;43;2;3;6;1;2;4;1
1;1;2;54;2;3;6;1;2;2;1
4;1;1;50;2;3;6;2;3;5;3
2;1;2;40;2;3;6;1;2;3;4
5;1;1;48;2;3;6;1;1;6;1
1;1;1;45;2;3;6;1;2;2;1
3;1;1;48;2;3;1;1;2;4;3
0;2;1;48;2;3;6;1;2;1;1
2;2;1;63;2;3;6;1;2;3;1
2;2;1;70;2;3;6;1;2;3;1
3;1;1;76;2;3;6;1;3;4;1
3;2;1;66;2;3;6;1;1;4;1
1;1;1;63;2;3;6;1;2;2;1
1;1;1;54;2;3;6;1;2;2;1
1;1;1;65;2;3;6;1;1;2;3
0;2;2;56;2;3;6;2;2;1;1
0;2;1;54;2;3;6;1;2;1;1
6;1;1;47;2;3;6;1;2;7;1
4;3;1;30;2;3;1;1;2;5;1
2;1;2;40;2;3;6;1;3;3;4
1;1;1;29;2;3;6;2;2;2;6
5;1;2;51;2;3;6;2;2;6;1
4;1;1;33;2;3;6;1;2;5;4
1;1;1;47;2;3;6;2;2;2;1
1;2;2;44;2;3;6;1;4;2;3
1;2;1;58;2;3;6;1;1;2;1
2;1;2;50;2;3;6;1;3;3;3
4;1;1;35;2;3;6;1;2;5;5
1;2;2;48;2;3;6;2;2;2;1
2;2;1;56;2;3;6;1;3;3;3
1;2;1;48;2;3;6;1;2;2;3
2;1;2;53;2;3;6;1;2;3;1
4;1;1;29;2;3;6;1;2;5;3
3;1;1;47;2;3;5;1;2;4;4
1;2;1;62;2;3;6;2;2;2;1
1;1;2;55;2;3;6;1;2;2;3
2;1;1;34;2;3;6;2;3;3;1
2;1;1;57;2;3;6;1;3;3;1
3;2;1;46;2;3;6;2;2;4;1
1;2;1;54;2;3;6;1;2;2;2
1;2;1;49;2;3;6;1;2;2;1
2;1;1;48;2;3;6;1;2;3;1
1;1;1;44;2;3;6;1;3;2;1
4;1;1;48;2;3;5;2;2;5;1
1;1;2;47;2;3;5;1;2;2;1
3;1;1;48;2;3;5;1;2;4;3
2;1;1;57;2;3;5;1;3;3;1
2;3;2;24;2;3;5;1;3;3;3
0;1;1;47;2;3;5;1;2;1;1
0;1;1;59;2;3;5;1;3;1;1
5;2;1;30;2;3;6;1;2;6;4
3;1;2;49;2;3;5;1;3;4;4
4;1;1;66;2;3;6;2;3;5;1
9;1;1;48;2;3;6;1;2;10;4
4;1;1;43;2;3;6;1;3;5;4
6;1;1;45;2;3;6;1;2;7;1
3;1;1;43;2;3;6;1;3;4;4
1;1;1;66;2;3;6;1;2;2;1
2;1;1;47;2;3;6;1;2;3;1
1;2;1;55;2;3;5;1;2;2;1
0;2;1;50;2;3;6;1;1;1;1
